0.002	0.0	0.978	0.004	0.004	0.012
0.004	0.0	0.984	0.004	0.006	0.002
0.002	0.0	0.988	0.004	0.004	0.002
0.004	0.0	0.982	0.004	0.006	0.004
0.008	0.002	0.976	0.004	0.004	0.006
0.004	0.0	0.976	0.004	0.002	0.014
0.004	0.002	0.982	0.002	0.002	0.008
0.002	0.002	0.968	0.004	0.016	0.008
0.004	0.0	0.982	0.004	0.008	0.002
0.004	0.0	0.982	0.004	0.008	0.002
