0.048	0.04	0.06	0.19	0.0	0.662
0.05	0.048	0.05	0.178	0.002	0.672
0.052	0.032	0.084	0.184	0.0	0.648
0.062	0.042	0.064	0.178	0.002	0.652
0.058	0.038	0.072	0.174	0.0	0.658
0.052	0.05	0.06	0.184	0.0	0.654
0.06	0.036	0.08	0.176	0.002	0.646
0.052	0.036	0.064	0.18	0.0	0.668
0.052	0.048	0.048	0.184	0.0	0.668
0.052	0.058	0.038	0.184	0.002	0.666
