0.06	0.01	0.026	0.566	0.002	0.336
0.06	0.014	0.018	0.558	0.006	0.344
0.05600000000000001	0.014000000000000002	0.020000000000000004	0.5640000000000001	0.0020000000000000005	0.34400000000000003
0.052	0.012	0.026	0.56	0.004	0.346
0.05	0.01	0.024	0.574	0.004	0.338
0.05000000000000001	0.008000000000000002	0.026000000000000002	0.5700000000000001	0.0020000000000000005	0.34400000000000003
0.064	0.01	0.022	0.562	0.0	0.342
0.056	0.012	0.016	0.578	0.002	0.336
0.046	0.014	0.016	0.586	0.006	0.332
0.058	0.012	0.016	0.578	0.002	0.334
