0.08	0.0	0.216	0.094	0.008	0.602
0.074	0.0	0.222	0.092	0.014	0.598
0.07	0.004	0.19	0.096	0.004	0.636
0.08	0.0	0.2	0.086	0.008	0.626
0.074	0.0	0.256	0.092	0.006	0.572
0.066	0.004	0.198	0.09	0.002	0.64
0.068	0.0	0.2	0.092	0.01	0.63
0.074	0.004	0.198	0.088	0.004	0.632
0.072	0.002	0.228	0.09	0.014	0.594
0.078	0.0	0.234	0.092	0.004	0.592
