0.038	0.002	0.646	0.062	0.028	0.224
0.034	0.002	0.646	0.066	0.024	0.228
0.038	0.0	0.654	0.062	0.022	0.224
0.052	0.0	0.642	0.06	0.026	0.22
0.04999999999999999	0.0	0.6499999999999999	0.053999999999999986	0.025999999999999992	0.21999999999999995
0.038	0.004	0.644	0.06	0.026	0.228
0.044	0.002	0.638	0.06	0.028	0.228
0.041999999999999996	0.005999999999999998	0.6519999999999999	0.05799999999999999	0.023999999999999994	0.21799999999999994
0.058	0.002	0.622	0.06	0.028	0.23
0.028	0.004	0.646	0.068	0.024	0.23
