0.746	0.042	0.072	0.006	0.048	0.086
0.75	0.04	0.072	0.0	0.044	0.094
0.7379999999999999	0.051999999999999984	0.06999999999999999	0.0019999999999999996	0.041999999999999996	0.09599999999999997
0.756	0.038	0.074	0.0	0.022	0.11
0.7339999999999999	0.05599999999999999	0.06599999999999999	0.005999999999999998	0.031999999999999994	0.10599999999999997
0.748	0.036	0.074	0.004	0.042	0.096
0.744	0.044	0.074	0.006	0.034	0.098
0.7539999999999998	0.04599999999999999	0.06799999999999999	0.0	0.041999999999999996	0.08999999999999998
0.7579999999999998	0.03799999999999999	0.06999999999999999	0.0	0.04599999999999999	0.08799999999999998
0.748	0.038	0.078	0.0	0.034	0.102
