0.024	0.024	0.266	0.138	0.002	0.546
0.016	0.02	0.282	0.134	0.0	0.548
0.018	0.016	0.284	0.134	0.0	0.548
0.028	0.022	0.274	0.126	0.0	0.55
0.016	0.02	0.28	0.136	0.002	0.546
0.016	0.016	0.282	0.14	0.0	0.546
0.016	0.02	0.282	0.13	0.0	0.552
0.022	0.02	0.27	0.14	0.0	0.548
0.022	0.016	0.272	0.132	0.0	0.558
0.022	0.01	0.278	0.132	0.002	0.556
