0.008	0.046	0.506	0.046	0.15	0.244
0.008	0.05	0.484	0.048	0.17	0.24
0.007999999999999998	0.051999999999999984	0.5099999999999999	0.04599999999999999	0.14999999999999997	0.23399999999999996
0.009999999999999998	0.04399999999999999	0.5099999999999999	0.04399999999999999	0.15799999999999997	0.23399999999999996
0.009999999999999998	0.04599999999999999	0.5059999999999999	0.051999999999999984	0.15799999999999997	0.22799999999999995
0.008	0.054	0.51	0.046	0.146	0.236
0.008	0.05	0.494	0.048	0.158	0.242
0.003999999999999999	0.04599999999999999	0.5079999999999999	0.04999999999999999	0.16399999999999998	0.22799999999999995
0.004	0.06	0.496	0.05	0.154	0.236
0.009999999999999998	0.053999999999999986	0.5039999999999999	0.04399999999999999	0.16199999999999998	0.22599999999999995
