0.058	0.022	0.476	0.04	0.07	0.334
0.05599999999999999	0.07199999999999998	0.4619999999999999	0.03599999999999999	0.2919999999999999	0.08199999999999999
0.036	0.008	0.5	0.046	0.054	0.356
0.07	0.024	0.464	0.038	0.094	0.31
0.04799999999999999	0.05599999999999999	0.4659999999999999	0.031999999999999994	0.31399999999999995	0.08399999999999999
0.034	0.016	0.49	0.042	0.092	0.326
0.029999999999999992	0.04999999999999999	0.4679999999999999	0.04599999999999999	0.32399999999999995	0.08199999999999999
0.06	0.022	0.486	0.03	0.064	0.338
0.044	0.014	0.5	0.038	0.076	0.328
0.044	0.026	0.488	0.044	0.068	0.33
