0.38	0.002	0.606	0.0	0.008	0.004
0.39	0.0	0.598	0.0	0.012	0.0
0.388	0.0	0.61	0.0	0.002	0.0
0.382	0.0	0.612	0.0	0.006	0.0
0.398	0.002	0.592	0.0	0.0	0.008
0.384	0.0	0.608	0.0	0.006	0.002
0.376	0.0	0.616	0.002	0.004	0.002
0.378	0.0	0.61	0.002	0.006	0.004
0.376	0.0	0.616	0.0	0.008	0.0
0.384	0.002	0.608	0.0	0.002	0.004
