SampleID	FT_infant_stool	adult_oral	adult_skin	adult_stool	vaginal	Unknown
11712.SUBJECT33.STOOL.727	0.005122499389946284	0.000916515138991168	0.006183849933496128	0.0006	0.0014966629547095765	0.0025612496949731388
11713.20.S.20C	0.001	0.0008	0.0041952353926806105	0.000916515138991168	0.0019595917942265427	0.0047159304490206385
11713.25.S.25E	0.0013266499161421602	0.0008	0.0021540659228538035	0.0	0.0012649110640673518	0.0016
11712.SUBJECT23.STOOL.499	0.005079370039680116	0.005688585061331157	0.007652450587883599	0.005276362383309166	0.0028354893757515653	0.0061351446600711925
11712.SUBJECT41.STOOL.971	0.0021540659228538035	0.0018330302779823362	0.001	0.0006	0.0	0.0
11712.SUBJECT43.ORAL.1024	0.005528109984434107	0.0006	0.005528109984434106	0.0	0.002009975124224178	0.002
11712.SUBJECT19.STOOL.364	0.006276941930590086	0.004214261501141095	0.0072	0.004737087712930805	0.0018000000000000002	0.0031304951684997086
11712.SUBJECT41.ORAL.939	0.0014966629547095765	0.006212889826803605	0.005800000000000001	0.000916515138991168	0.0014966629547095765	0.0014
11713.5.S.5B	0.004737087712930805	0.0022715633383201097	0.005499090833947012	0.0042708313008125234	0.003124099870362662	0.006118823416311347
11712.SUBJECT25.SKIN.544	0.0017888543819998318	0.0041182520563948005	0.00598665181883828	0.0006	0.005528109984434101	0.0025999999999999994
11712.SUBJECT9.SKIN.1190	0.0008	0.0006000000000000001	0.00268328157299975	0.0	0.002690724809414742	0.0
11712.SUBJECT24.ORAL.509	0.0006	0.0066603303221386915	0.006896375859826667	0.00132664991614216	0.001341640786499874	0.0012000000000000001
11712.SUBJECT22.STOOL.477	0.0016	0.003773592452822641	0.0072773621594641015	0.0008	0.0016	0.00581033561853356
11713.22.F.22A	0.0072773621594641	0.005986651818838306	0.007922120928135344	0.008459314393022648	0.003583294573433784	0.009097252332435322
11712.SUBJECT20.ORAL.392	0.015383107618423528	0.022670685918163104	0.012459534501738022	0.004915282290977803	0.0012000000000000001	0.0076315136113355685
11713.21.F.21C	0.001341640786499874	0.0008	0.005249761899362679	0.0	0.0018000000000000002	0.0036276714294434104
