0.148	0.046	0.584	0.016	0.122	0.084
0.17600000000000002	0.022000000000000002	0.5780000000000001	0.012000000000000002	0.11600000000000002	0.09600000000000002
0.152	0.03	0.592	0.018	0.118	0.09
0.166	0.026	0.578	0.02	0.12	0.09
0.17200000000000001	0.030000000000000002	0.5720000000000001	0.016000000000000004	0.12800000000000003	0.08200000000000002
0.166	0.028	0.582	0.018	0.122	0.084
0.162	0.034	0.58	0.018	0.112	0.094
0.17	0.024	0.574	0.014	0.124	0.094
0.16	0.018	0.604	0.014	0.116	0.088
0.158	0.04	0.57	0.018	0.124	0.09
