0.008	0.012	0.302	0.096	0.004	0.578
0.018000000000000002	0.022000000000000002	0.28200000000000003	0.08800000000000001	0.006000000000000001	0.5840000000000001
0.010000000000000002	0.018000000000000002	0.28600000000000003	0.09800000000000002	0.010000000000000002	0.5780000000000001
0.006	0.016	0.284	0.106	0.004	0.584
0.014	0.012	0.298	0.09	0.006	0.58
0.018000000000000002	0.018000000000000002	0.29000000000000004	0.09200000000000001	0.0020000000000000005	0.5800000000000001
0.014	0.008	0.3	0.092	0.006	0.58
0.016	0.01	0.304	0.09	0.008	0.572
0.01	0.01	0.3	0.1	0.004	0.576
0.016	0.004	0.304	0.096	0.004	0.576
